"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Agaricomycetes","Agaricostilbomycetes","Archaeosporomycetes","Arthoniomycetes","Basidiobolomycetes","Chytridiomycetes","Cystobasidiomycetes","Dothideomycetes","Entorrhizomycetes","Eurotiomycetes","Exobasidiomycetes","Geminibasidiomycetes","Glomeromycetes","GS14","Lecanoromycetes","Leotiomycetes","Lobulomycetes","Microbotryomycetes","Monoblepharidomycetes","Mortierellomycetes","Mucoromycetes","Olpidiomycetes","Orbiliomycetes","Pezizomycetes","Pezizomycotina_cls_Incertae_sedis","Pucciniomycetes","Rhizophlyctidomycetes","Rhizophydiomycetes","Rozellomycotina_cls_Incertae_sedis","Saccharomycetes","Sordariomycetes","Spizellomycetes","Taphrinomycetes","Tremellomycetes","Umbelopsidomycetes","unidentified","Unknown","Ustilaginomycetes","Wallemiomycetes"
177,177,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE12","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011O",147,0,0,28,0,0,6,46676,0,5528,0,0,0,0,0,40,0,0,0,0,20,0,4,5743,0,0,21,13,0,0,4036,0,0,371,0,0,576,0,0
178,178,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN12","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011DH",70,0,0,105,0,0,0,44222,0,1063,0,0,868,0,0,870,0,154,0,0,9,0,696,5622,0,0,26,0,0,0,1101,3,0,1099,0,9,1419,0,0
179,179,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN12","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,35.08,38.23,34.99,36.78,4,1,"C711","JTMR011M",2033,0,0,245,0,40,6,42964,0,1121,0,0,6,0,0,616,0,14,0,0,6,0,73,5816,0,0,77,0,0,0,3838,65,0,1096,0,55,3766,0,0
181,181,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE12","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010C",5206,0,0,1118,0,179,22,45905,0,13692,0,0,1437,0,0,1125,0,115,36,904,0,15,1241,1298,0,0,41,24,0,0,20688,345,0,1052,0,492,2698,5,0
183,183,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE12","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011CU",4955,5,0,37,0,0,0,35648,0,4836,0,0,25,0,0,6070,0,6,0,0,29,0,414,1368,0,0,2408,0,0,0,24046,67,0,829,0,185,2599,0,0
184,184,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN12","C","P","N",1,"C04","C04PN1","C04PN1","C04","PN","4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,36.76,NA,1,0,"C411","JTMR010EU",108,0,0,0,0,29,0,5559,0,13039,0,0,37,0,0,1114,0,0,0,246,1625,0,89,4788,0,0,85,3,0,206,21877,628,0,174,0,489,1292,0,10
185,185,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN12","C","S","N",1,"C04","C04SN1","C04SN1","C04","SN","4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010ET",1680,0,3,338,0,0,0,43755,0,2862,168,0,137,0,0,645,8,0,14,200,0,11,212,2822,0,0,19,13,0,0,5403,130,0,1974,0,156,1518,4,0
186,186,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN12","C","P","N",1,"C10","C10PN1","C10PN1","C10","PN","4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,37.54,NA,NA,1,0,"C1011","JTMR010D",14499,0,0,91,0,49,7,44784,0,4301,0,0,100,0,0,2075,0,37,13,383,31,13,238,4253,9,0,128,75,0,0,7780,999,0,2614,0,1071,3301,0,24
187,187,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN12","C","S","N",1,"C10","C10SN1","C10SN1","C10","SN","4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010DU",779,0,0,11,0,5,0,21789,0,4675,0,0,0,0,0,2649,48,23,0,1287,108,0,76,9982,0,0,137,30,0,0,14136,384,0,762,0,827,2625,0,11
191,191,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN12","S","P","N",1,"S01","S01PN1","S01PN1","S01","PN","4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AR",115,0,0,3283,0,0,0,26005,0,3806,0,0,16,0,0,7989,0,0,0,0,0,0,18,364,0,0,121,0,0,0,7913,0,0,1556,0,32,1677,0,0
192,192,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN12","S","S","N",1,"S01","S01SN1","S01SN1","S01","SN","4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010BB",709,0,0,77,0,0,12,22603,0,4171,0,0,307,0,0,808,0,0,30,333,175,0,259,431,0,0,35,10,0,0,4051,70,0,1123,0,413,5159,0,0
194,194,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE12","S","P","E",1,"S05","S05PE1","S05PE1","S05","PE","4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011BD",148,0,0,188,0,0,0,28476,0,7710,0,0,0,0,0,2787,7,32,0,0,2021,0,58,3139,0,0,167,0,0,0,15666,34,0,444,0,120,4924,0,0
195,195,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN12","S","P","N",1,"S02","S02PN1","S02SN1","S02","PN","4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010I",676,0,0,69,0,141,0,52443,0,10062,53,0,72,0,0,7558,0,0,0,1143,81,10,86,6710,0,0,96,89,0,0,20463,346,0,3741,0,1168,3236,0,0
196,196,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN12","S","S","N",1,"S02","S02SN1","S02PN1","S02","SN","4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011ED",6676,0,0,0,0,0,0,25094,0,3384,0,0,301,0,0,1029,5,0,0,0,71,0,112,4761,0,0,27,0,0,0,3611,12,0,735,0,135,2135,0,0
201,201,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN13","S","S","E",1,"S07","S07SE1","S07SN1","S07","SE","4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR010CI",909,0,0,1771,0,36,50,26176,0,2827,0,0,1176,0,0,12141,0,0,0,428,3,3,1489,1146,0,0,32,9,0,0,3018,125,10,2638,0,313,8643,0,0
202,202,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE13","S","P","E",1,"S07","S07PE1","S07PE1","S07","PE","4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011FE",444,0,0,152,0,0,0,37221,0,2250,0,0,0,0,0,6525,9,23,0,0,45,0,261,2092,0,0,989,12,0,0,26153,8,0,1023,0,71,7107,0,0
203,203,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE13","S","P","E",1,"S08","S08PE1","S08PE1","S08","PE","4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011DR",389,0,0,427,0,0,0,6676,0,2795,0,13,148,0,0,1547,0,24,0,0,20,0,42,5803,0,0,46,0,0,0,15561,97,0,99,0,187,702,0,0
204,204,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE13","S","S","E",1,"S08","S08SE1","S08SE1","S08","SE","4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011CV",641,0,0,6173,0,0,0,23122,0,5421,0,0,653,0,0,1161,0,2,0,0,46,0,1646,4698,0,0,23,0,0,0,25006,324,0,737,0,569,1345,0,0
206,206,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE13","S","S","E",1,"S10","S10SE1","S10SE1","S10","SE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR011BR",151,0,0,759,0,0,0,26979,0,1353,0,0,46,0,0,7061,0,0,0,0,0,0,41,2876,0,0,0,0,0,0,8639,0,0,537,0,59,1616,0,0
209,209,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN13","S","P","N",1,"S10","S10PN1","S10PN1","S10","PN","4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010DR",6462,0,0,10,0,27,0,24899,0,4841,0,0,720,0,0,1722,0,0,14,2313,172,0,90,4465,0,0,475,23,0,0,14577,931,0,1596,0,358,4598,778,0
210,210,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN13","S","S","N",1,"S10","S10SN1","S10SN1","S10","SN","4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR011AG",111,0,0,8,0,0,0,794,0,215,0,0,7,0,0,36,0,0,0,0,0,0,68,123,0,0,0,0,0,0,221,0,0,4,0,0,259,0,0
211,211,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN13","S","P","N",1,"S09","S09PN1","S09PN1","S09","PN","4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,37.65,34.92,NA,NA,2,0,"S911","JTMR011CR",1588,0,0,19,0,0,0,47556,0,3372,0,0,3,0,0,1927,3,6,0,0,84,0,115,2763,0,0,207,0,0,0,5616,168,0,658,0,38,2044,0,0
212,212,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN13","S","S","N",1,"S09","S09SN1","S09SN1","S09","SN","4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010CH",1498,0,0,107,0,0,18,49616,0,2776,0,0,1843,0,0,507,0,0,0,101,5,0,488,1823,0,0,13,9,0,0,8309,88,5,1856,0,362,2267,0,0
213,213,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE13","S","P","E",1,"S09","S09PE1","S09PE1","S09","PE","4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010S",1023,0,0,201,0,0,8,39989,0,2024,0,0,0,0,0,628,0,7,5,238,59,7,262,1576,0,0,0,35,4,0,17821,13,0,755,0,405,1253,0,0
214,214,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE13","S","S","E",1,"S09","S09SE1","S09SE1","S09","SE","4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR011CD",39,0,0,848,0,0,0,14609,0,423,0,0,95,0,0,5618,0,0,0,0,0,0,105,397,0,0,7,0,0,0,736,9,0,537,0,10,1268,0,0
216,216,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN13","S","P","N",1,"S08","S08PN1","S08PN1","S08","PN","4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,35.7,NA,NA,NA,1,0,"S811","JTMR011B",2406,0,0,0,0,0,57,24300,9,13562,0,0,34,0,0,3968,0,0,0,0,610,0,23,3701,0,0,31,0,0,0,15437,0,0,574,0,37,1902,0,0
217,217,"4/19/21 10:42",1,8,0,1,1,-119.6803061,35.0592554,NA,NA,"AS08SN13","S","S","N",1,"S08","S08SN1","S08SN1","S08","SN","4/19/21 10:42",10,42,10.7,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S811","JTMR011A",1939,0,3,100,0,0,0,39328,0,967,0,7,958,0,0,111,6,0,0,0,0,0,328,7017,0,0,10,0,0,0,1991,73,0,303,0,139,2172,0,0
218,218,"4/19/21 14:38",1,10,1,0,1,-119.6926353,35.0647591,NA,NA,"AS10PE13","S","P","E",1,"S10","S10PE1","S10PE1","S10","PE","4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,34.94,34.35,35.26,35.41,4,1,"S1001","JTMR010DW",285,0,0,30,0,0,0,11636,0,12846,0,0,0,0,0,5232,0,0,3,516,339,0,8,201,0,0,18,0,0,0,11890,53,0,264,0,491,2515,8,0
219,219,"4/19/21 15:52",1,7,1,1,1,-119.6555894,35.08361336,NA,NA,"AS07PN13","S","P","N",1,"S07","S07PN1","S07PN1","S07","PN","4/19/21 15:52",15,52,15.86666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR010EX",4780,0,0,1391,0,0,0,23747,0,1096,0,0,7,0,0,6181,0,0,0,182,0,0,81,995,0,0,65,15,19,0,5339,213,0,1864,0,507,2873,6,0
220,220,"4/19/21 16:10",1,7,0,1,1,-119.6556631,35.08355597,NA,NA,"AS07SE13","S","S","N",1,"S07","S07SN1","S07SE1","S07","SN","4/19/21 16:10",16,10,16.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S711","JTMR011AI",945,0,0,92,0,0,6,25532,0,7211,0,0,1593,0,0,4634,0,0,0,0,70,0,523,5102,0,0,8,0,0,0,2509,22,6,624,0,499,9815,0,0
221,221,"4/20/21 8:54",0,1,1,1,1,-119.7464592,35.13335429,NA,NA,"AC01PN13","C","P","N",1,"C01","C01PN1","C01PN1","C01","PN","4/20/21 8:54",8,54,8.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010DA",592,0,0,60,0,82,0,32022,0,2483,0,0,7,0,0,1625,12,14,8,536,74,2,151,6372,54,0,375,46,0,0,13466,696,5,2659,0,1069,4012,0,0
222,222,"4/20/21 9:19",0,1,0,1,1,-119.7465261,35.13336847,NA,NA,"AC01SN13","C","S","N",1,"C01","C01SN1","C01SN1","C01","SN","4/20/21 9:19",9,19,9.316666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C111","JTMR010V",710,0,0,115,0,0,0,7410,0,4591,0,0,3400,0,0,438,0,0,32,143,18,12,1916,4486,0,13,0,0,0,0,8279,700,0,56,0,90,5864,0,0
223,223,"4/20/21 9:36",0,1,1,0,1,-119.7465626,35.13333827,NA,NA,"AC01PE13","C","P","E",1,"C01","C01PE1","C01PE1","C01","PE","4/20/21 9:36",9,36,9.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C101","JTMR010BY",1516,13,0,4,0,0,7,15111,0,5028,0,0,0,0,0,20522,0,0,0,86,244,0,44,752,0,0,575,0,0,0,12082,166,0,641,0,368,2888,0,5
224,224,"4/20/21 11:58",0,5,1,1,1,-119.7390416,35.12009123,NA,NA,"AC05PN13","C","P","N",1,"C05","C05PN1","C05PN1","C05","PN","4/20/21 11:58",11,58,11.96666667,"Spring",NA,NA,NA,35.32,35.77,35.96,35.03,4,1,"C511","JTMR011FA",36,0,0,0,0,0,0,24832,0,7956,0,0,34,0,0,11590,0,21,0,0,17,0,549,12032,0,0,92,0,0,0,15657,93,0,595,0,271,768,0,0
226,226,"4/20/21 12:18",0,5,1,0,1,-119.7388057,35.11962447,NA,NA,"AC05PE13","C","P","E",1,"C05","C05PE1","C05PE1","C05","PE","4/20/21 12:18",12,18,12.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011E",3034,0,0,282,0,0,56,29466,0,2252,0,0,159,0,0,822,0,0,0,0,77,0,180,1788,0,0,100,0,0,0,28303,24,0,2162,0,539,610,0,9
227,227,"4/20/21 12:30",0,5,0,0,1,-119.7387258,35.11962593,NA,NA,"AC05SE13","C","S","E",1,"C05","C05SE1","C05SE1","C05","SE","4/20/21 12:30",12,30,12.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C501","JTMR011CZ",534,0,17,3730,0,0,7,49359,0,3927,0,0,484,0,0,11432,0,0,0,0,460,0,1126,1475,0,6,584,3,0,0,6307,18,0,1344,0,42,2034,0,0
229,229,"4/20/21 15:06",0,8,1,0,1,-119.7303208,35.11330633,NA,NA,"AC08PE13","C","P","E",1,"C08","C08PE1","C08PE1","C08","PE","4/20/21 15:06",15,6,15.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010BJ",2012,0,0,14,0,10,0,36232,0,6444,0,0,11,0,0,4407,0,55,10,206,167,0,220,2133,0,0,144,0,37,0,13462,260,0,2637,0,335,1707,0,0
230,230,"4/20/21 15:12",0,8,0,0,1,-119.7303044,35.11333615,NA,NA,"AC08SE13","C","S","E",1,"C08","C08SE1","C08SE1","C08","SE","4/20/21 15:12",15,12,15.2,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C801","JTMR010FE",2421,0,0,74,0,33,8,17151,0,6582,0,6,227,0,0,2505,0,0,37,472,0,21,524,2350,0,0,0,16,0,0,24591,140,0,751,0,347,2431,0,0
231,231,"4/20/21 16:02",0,7,0,1,1,-119.7328044,35.10881524,NA,NA,"AC07SN13","C","S","N",1,"C07","C07SN1","C07SN1","C07","SN","4/20/21 16:02",16,2,16.03333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C711","JTMR011AM",209,0,0,1143,0,0,0,41374,0,1035,0,0,39,0,0,2243,0,70,0,0,0,0,402,2793,0,3,19,0,0,0,3272,0,0,1381,0,22,2574,0,0
232,232,"4/20/21 16:26",0,7,1,0,1,-119.7322054,35.10828516,NA,NA,"AC07PE13","C","P","E",1,"C07","C07PE1","C07PE1","C07","PE","4/20/21 16:26",16,26,16.43333333,"Spring",NA,NA,NA,NA,36.95,36.1,NA,2,0,"C701","JTMR010DH",16960,17,0,645,0,0,8,30525,0,1469,0,0,63,0,0,2174,0,9,0,302,198,0,114,787,0,0,0,0,0,0,6772,4,0,1047,0,38,721,0,0
234,234,"4/20/21 9:33",0,1,0,0,1,-119.7461097,35.13267475,NA,NA,"AC01SE13","C","S","E",1,"C01","C01SE1","C01SE1","C01","SE","4/20/21 9:33",9,33,9.55,"Spring",NA,NA,NA,39.66,NA,NA,NA,1,0,"C101","JTMR010EF",832,0,20,874,0,0,0,34318,0,1531,0,0,249,0,0,10344,0,15,0,109,3,6,1145,943,0,18,155,23,0,0,4655,48,0,480,0,183,2934,0,0
237,237,"4/20/21 13:35",0,6,0,1,1,-119.7484989,35.11545547,NA,NA,"AC06SN13","C","S","N",1,"C06","C06SN1","C06SN1","C06","SN","4/20/21 13:35",13,35,13.58333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010CS",17986,0,31,576,0,0,0,65538,0,7268,0,0,264,0,0,6602,17,167,27,1963,39,49,2290,14964,0,0,248,208,0,0,8424,1140,0,1745,0,905,4242,0,0
238,238,"4/20/21 13:40",0,6,1,1,1,-119.7481216,35.08300489,NA,NA,"AC06PN13","C","P","N",1,"C06","C06PN1","C06PN1","C06","PN","4/20/21 13:40",13,40,13.66666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C611","JTMR010EJ",226,0,0,70,0,24,0,21505,0,2090,0,0,0,0,0,1741,0,17,0,62,6,0,48,10391,36,0,349,23,0,0,12198,121,0,1894,0,2696,1221,0,0
239,239,"4/20/21 13:55",0,6,0,0,1,-119.7480654,35.11496663,NA,NA,"AC06SE13","C","S","E",1,"C06","C06SE1","C06SE1","C06","SE","4/20/21 13:55",13,55,13.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011BM",320,0,0,11,0,0,0,38648,0,8224,0,0,0,0,0,1514,0,7,0,0,312,0,348,2635,0,0,482,130,0,0,9744,14,0,396,0,221,2344,0,0
240,240,"4/20/21 14:46",0,8,1,1,1,-119.7311212,35.11667308,NA,NA,"AC08PN13","C","P","N",1,"C08","C08PN1","C08PN1","C08","PN","4/20/21 14:46",14,46,14.76666667,"Spring",NA,NA,NA,34.17,33.35,34.67,33.95,4,1,"C811","JTMR011J",140,0,0,54,0,0,0,34220,0,6706,0,0,0,0,0,3090,0,19,0,0,49,0,215,9974,10,0,67,0,0,0,11803,78,0,1072,0,150,1476,0,0
241,241,"4/21/21 8:25",1,6,1,1,1,-119.6600529,35.08097156,NA,NA,"AS06PN13","S","P","N",1,"S06","S06PN1","S06PN1","S06","PN","4/21/21 8:25",8,25,8.416666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR010DG",338,0,0,24,0,0,0,17854,0,6795,0,0,54,0,0,3794,11,11,0,549,152,0,86,1500,88,0,227,12,0,0,15120,226,7,883,0,492,3529,0,67
242,242,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN13","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR011BZ",1376,0,0,251,0,0,0,27581,0,5156,0,0,715,0,0,3887,0,59,0,0,0,0,553,2739,0,0,0,0,0,0,6774,5,0,332,0,60,3120,0,0
244,244,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE13","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,30.74,31.14,31.42,31.84,4,1,"S601","JTMR011BB",125,0,0,8,0,0,0,11877,0,24348,0,0,0,0,0,3036,0,3,0,0,407,0,0,1110,6,0,147,0,0,0,22768,11,0,361,0,14,632,0,0
245,245,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE13","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR010DI",4055,0,0,966,0,71,0,28848,0,7130,0,0,127,0,0,7448,0,0,21,150,0,8,833,757,0,0,0,14,0,0,5563,272,0,420,0,158,2868,0,0
246,246,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN13","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,36.66,35.73,NA,NA,2,0,"C211","JTMR011AN",2238,97,0,1493,0,0,11,33717,0,2371,0,0,150,0,0,2885,0,8,0,0,80,0,640,2099,0,0,54,0,0,0,15123,7,4,721,0,70,2626,0,0
247,247,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN13","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010AD",354,0,0,68,0,0,0,7839,0,21424,0,0,0,0,0,11004,0,15,0,611,500,0,66,1235,0,0,0,0,0,138,16929,402,0,140,0,121,3009,0,27
248,248,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE13","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR010CD",18592,0,0,65,0,0,0,12933,0,1982,0,0,221,0,0,991,0,27,4,116,13,0,470,595,0,0,34,9,0,0,7726,183,0,279,0,49,2520,0,0
250,250,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE13","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,31.27,31.49,31.23,31.57,4,1,"C401","JTMR011AA",4050,6,0,139,0,0,23,46756,0,3215,0,0,0,0,0,4107,0,3,0,0,665,0,93,1892,0,0,33,0,0,0,6033,61,0,1938,0,54,2626,0,0
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011CS",2204,0,0,563,0,0,10,46350,0,7190,0,0,451,0,0,1831,0,18,0,0,3,0,1562,1134,0,0,100,0,0,0,15950,98,0,294,0,86,4510,0,0
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011EO",421,0,0,0,0,0,0,28550,0,5170,0,0,0,0,0,703,0,0,0,0,158,0,41,4231,1261,0,507,0,0,17,20161,86,0,4437,0,120,1264,0,0
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR010AX",159,0,0,11,0,0,0,9269,0,37284,0,0,20,0,0,717,0,0,11,239,90,0,202,1089,0,0,0,0,0,0,2300,26,0,81,0,4,1069,0,2
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010DO",606,0,0,0,6,91,4,13093,0,10826,0,0,358,0,0,3726,0,5,12,1031,68,9,0,314,0,0,53,0,0,14,12081,121,0,1049,0,727,3550,0,0
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010BI",1431,0,5,731,0,45,8,19130,0,3389,0,0,207,0,0,2269,0,0,15,292,30,0,207,751,0,0,85,0,0,0,9729,64,0,371,0,120,3856,0,0
